word,definition,weight
Emmy,"/mi/  n. a small statue awarded for excellence in American television broadcasting: The ABC Evening News won an Emmy this year. See: Oscar, USAGE NOTE.",9
envy,"/nvi/  v. [T] -vied, -vying, -vies to want the same things s.o. else has: He has a wonderful job (wife, house, life, etc.); I envy him.  n. 1 [U] a desire to have what belongs to another: She is full of envy of her friend's good looks. See: jealous. 2 the envy of s.o.: s.o. or s.t. envied by others: The boy's new bicycle was (or) made him the envy of all his friends. Thesaurus: envy n. 1 jealousy | greed. Ant. admiration.",9
epic,"/pk/  n.adj. a poem, story, or adventure of heroic proportions: The journey of the Jews from Egypt was an <n.> epic (or) an <adj.> epic event.",9
Esq.,"/skwar/  abbr. for Esquire, used in the USA after a lawyer's name in writing: The memo to the lawyer was addressed ""To: John Smith, Esq.""",9
etc.,"/tstr, str/  adv.abbr. for et cetera, (Latin for) and other similar things, and so on: I told him all about the table that I need: the color, the width, the height, etc.",9
etch,"/t/  v. [T] etched, etching, etches 1 to cut lines in wood, metal, stone, or other hard substances, by using acid: The artist etched flowers in metal. 2 fig. to leave a clear impression: Her beauty was etched deeply in his memory.",9
euro,"/yro/  n. the name for a single European currency: The euro has replaced the French franc, German mark, and other currencies of Europe.",9
even,"/ivn/  adj. 1 the same in measurement (distance, height, etc.): The pieces of wood are even in length.||The two children are of even height. 2 the same (in place, score, etc.) in a contest, tied: The two runners were even at the finish line. 3 smooth, level: The table has an even finish, with no bumps. 4 (of numbers) exactly divisible by 2: The numbers 2, 4, and 6 are even; 1, 3, and 5 are odd numbers. 5 fig. on equal terms after repayment of a debt: Here's the $20 that I owe you; now we're even. 6 fig. on equal terms after repayment of some hurt or insult: One man insulted the other, and the other insulted him back; then they were even. 7 to break even: to neither win nor lose: We finally broke even on the deal, as we got back the amount we invested in it. 8 to get even: to (try to) punish s.o. for some hurt or insult: When the outlaw shot my brother, I vowed to get even. 9 to get or give s.o. an even break: to treat s.o. fairly and honestly: With the new employment law, minorities will finally get an even break in being hired.Thesaurus: even adj. 1 the same 2 tied, neck-and-neck  3 clear, without imperfections 5 paid up. Ants. uneven, unequal.  adv. 1 more, to a greater extent: He makes things even better (worse, harder, etc.) than they were by acting the way he does. 2 so little as: She left him without even a word of explanation.||She didn't even call her mother on Mother's Day. 3 used to give force to a comparison: Even a child would have known what to do (so that adult should have known). 4 even if: no matter if, although: He says he'll finish the job even if it kills him! 5 even so: nonetheless, despite that: I know you are tired, but even so, you have to go to school.  v. 1 [I;T] to make equal, the same (height, length, etc., or smooth, flat, etc.): I'll even the surface of this table by sanding it down. 2 phrasal v. sep. [T] to even s.t. out: to come into balance or stability: He had some bad luck; then he evened out his business, and he's doing well now.||He evened it out. 3 to even the odds: to put competitors on a more equal basis: Their team has beaten ours every year, but we have a new star player now, and that will even the odds. 4 phrasal v. sep. [T] to even up: a. to become equal: Our team evened up the score in the last half of the game.||We evened it up. b. to make the same: I evened up the length of those pieces of wood.||I evened them up. -adv. evenly; -n. evenness.",9
ever,"/vr/  adv. 1 at any time: Is he ever on time?||Don't ever do that again!||It was the best movie I've ever seen. 2 always, at all times: The instructor is ever patient with her students. 3 (used to add force to a question): Where ever have you been all this time? ||Who ever would do such a crazy thing? prefix ever- always: the ever-popular  chocolate chip cookie",9
evil,"/ivl/  adj. extremely bad, wicked: He tries to hurt people; he's evil. -adv. evilly. n. [C;U] extremely bad behavior, wickedness, corruption: The world is full of both good and evil.Thesaurus: evil adj. immoral, sinful. Ant. good.  n. badness, immorality, sin. Ant. goodness. ",9
exam,"/gzm/  n.short for examination: I have to take a science exam (driver's license exam, medical exam, etc.) tomorrow.Thesaurus: exam examination, test, final | quiz, assessment. ",9
exec,"/gzk/  n.infrml.short for executive: After the meeting, the execs all went out to lunch.",9
exit,"/gzt, kst/  v. [I;T] to leave, depart: We exited the building through a side door.  n. a door or passageway leading outside: A movie theater has exits on three sides.",9
expo,"/kspo/  n.short for exposition, a public show",9
ext.,  n.short for (telephone) extension,9
eyed,"/ad/  adj.suffix having eyes as described (bright-eyed, one-eyed, etc.): He is brown-eyed. See: cross-eyed.",9
face,"/fes/  n. 1 the front of a being's head: That young woman has a pretty face. 2 the front part of a structure: The face of that building (cliff, mountain, etc.) is gray and flat. 3 on the face of it: on the surface: On the face of it, his offer seems genuine, but does he have the money to pay? 4 to keep a straight face: to hold oneself back from smiling or laughing when s.t. is funny: When he tried to explain why he was late, she couldn't keep a straight face. 5 to lose face: to lose status or the respect of others: When the man went to jail for stealing, he lost face among his family members. 6 to make a face: to express dislike or disapproval by the expression on one's face: My son makes a face when I tell him to eat his vegetables. 7 to save face: to keep one's dignity in an embarrassing situation: Instead of firing him, the company let him quit to save face. 8 to show one's face: to appear somewhere when in difficulty or embarrassment: After failing his exams at college, he didn't dare show his face at home. 9 to s.o.'s face: directly to s.o.: She could never tell him to his face that his jokes aren't funny.Thesaurus: face n. 1 features | a visage frml., countenance frml. 2 the façade. v. 1 to be opposite | look out onto | have a view of (buildings) 2 to confront, meet | deal with. Ant. to avoid. v. faced, facing, faces 1 [T] to present a front to s.o. or s.t.: I sat in the first row and faced the teacher.||The building that we work in faces a park. 2 [T] to meet with courage: I decided finally to stand up and face my enemy. 3 phrasal v. sep. [T] to face down: to meet an enemy with courage, (syn.) to intimidate: The king faced down his enemies on the battlefield.||He faced them down. 4 to face facts or to face the fact: to understand a bad situation and do s.t. about it: We have to face the fact that the business is losing money. 5 phrasal v. [I] to face off: to get into position prior to a fight or athletic event: The two boxers faced off before the fight started. 6 infrml. to face the music: to step forward and accept punishment: The business is losing so much money that we must face the music and close it. 7 phrasal v. insep. [T] to face up to s.t. or face up to the fact(s): to accept a bad situation and be willing to suffer the consequences: We have to face up to the fact that he's not doing the job and fire him. ",9
fact,"/fkt/  n. 1 a reality (as opposed to an opinion), such as an event, date, physical object, or number: The facts are that sales are up by 10%, but profits are down by 5%. 2 the facts of life or a fact of life: a. usually an unpleasant reality that one must accept: Having to work for a living is a fact of life for most people. b. fig. information about sex: She knew it was time to explain the facts of life to her daughter. 3 to get the facts: to find out accurate information about s.t.: The detective questioned the victim and witnesses to get the facts about the accident.Thesaurus: fact 1 the truth, actuality. Ants. fiction, fantasy.",9
fade,"/fed/  v. faded, fading, fades 1 [I;T] to lose the original color, grow pale: The wallpaper has faded from red to pale pink. 2 [I] to disappear gradually: The horseman passed by me and faded into the distance. 3 [I] to appear or disappear gradually, esp. in films and  television n.v. [I] 1 fade-in: a gradual appearance, esp. in films and television: The camera operator did a <n.> fade-in of the next scene. 2 fade-out: a gradual disappearance: The camera operator did a <n.> fade-out of a scene in a house; she <v.> faded out to pick up action occurring outdoors.Thesaurus: fade v. 1 to lighten, become paler. Ant. to darken. 2 to melt away, dissolve. Ant. toappear.",9
fail,"/fel/  v. 1 [I;T] to not succeed: He failed his test in math. 2 [I] to not operate when needed: The brakes failed on his automobile when he tried to stop. 3 [I] to break: A wire failed on a bridge and fell over the roadway. 4 [I] to lose strength and ability: The old man is failing rapidly and may die soon.Thesaurus: fail 1 to not pass, flunk infrml. Ant. to pass. 2 to not work, stop working 3 to crack, besevered | stop working. Ant. to mend. 4 to weaken, decline, deteriorate. Ant. to improve.",9
fair,"/fr/  adj. 1 just, equitable: The judge's decision was fair to both sides. 2 light-haired and light-skinned: Both she and her brother are fair. 3 bright, sunny: We are having fair weather this week, so we will be able to work in our garden. 4 neither good nor bad, average: The student's grades were just fair this semester. 5 (in baseball) inside the foul line: The baseball player hit a fair ball to right field. 6 a fair deal: an arrangement or purchase satisfactory to both sides: The couple felt they had gotten a fair deal on their new house. 7 a fair shake: just treatment: He's an honest man and will give you a fair shake in his dealings with you. 8 to be fair game: to be in danger of being taken advantage of: If you are careless and leave your purse open in public, you are fair game for a thief.  n. an event at which goods are shown and sold: One of our pigs won first prize at the county fair.||There is a famous book fair in Frankfurt, Germany, every year.  adv. 1 fair and square: justly and honestly: I won the race fair and square. 2 to play fair: to play a game and behave generally by the rules: That team uses dirty tricks to win; they don't play fair.Thesaurus: fair adj. 1 impartial, reasonable. Ant. unfair. 2 blond, fair-haired, pale. Ant. dark. 3 clear,pleasant. Ant. stormy. 4 ordinary, adequate, so-so infrml. n. a trade exhibition, trade event.",9
