word,definition,weight
own,"/on/  adj. (used with possessive adjectives)  1 belonging to oneself: This is my own recipe for apple pie. 2 (used to emphasize): She found the answer by her own efforts; no one helped her.  pron. 1 belonging to oneself: He said the car was his own. 2 on one's own: without help: She built her business on her own. 3 to be on one's own: to be independent: Their daughter has a good job and lives on her own now. 4 to come into one's own: to become successful, to receive credit, fame, etc., for s.t. one has done: He has come into his own now that he is running the business successfully. 5 to hold one's own: to remain strong despite difficulties: He is sick, but he is holding his own and is getting better.  v. 1 [T] to have as property: She owns a bookstore. 2 [I;T] to admit, acknowledge: The judge owned that the juror was biased. 3 phrasal v. insep. [I] to own up to s.t.: to confess, admit to s.t.: The little boy finally owned up to the fact that he ate all the cookies.Thesaurus: own v. 1 to possess, be the owner of.",9
"P,p","/pi/  n. P's, p's or Ps, ps the 16th letter of the English alphabet",9
pad,"/pd/  n. 1 a flat, thin cushion made of soft, flexible material used for comfort or protection: He put a pad on the garage floor to kneel on while he fixed his car.||The bicycle rider  put a pad on her seat. 2 a stack of paper glued together at one end: Each student was given a pad of paper to write on. 3 slang one's home: I'm going back to my pad now; see you later.  v. [T] padded, padding, pads 1 to fill s.t. with extra material: The furniture maker padded the chair with thick cotton. 2 fig. to fill with unnecessary or untrue things: She pads her speeches with boring stories.",9
pal,"/pl/  n.infrml. a good friend: My pals and I are going to the movies tonight.Thesaurus: pal a buddy (among boys), girlfriend (among girls). ",9
pan,"/pn/  n. 1 a flat, round, metal container with low sides and a handle, used in cooking: He uses a frying pan to cook eggs each morning. 2 a container for holding liquid: a dishpan||a paint pan  v. panned, panning, pans 1 [I;T] to turn a movie camera slowly to film a wide area or a moving object: She panned the camera to follow the flying birds. 2 [T] to judge s.t. for its failures: Critics panned the new play because the actors were not good.",1
par,"/pr/  n. [C] usu.sing. 1 an amount or status that is equal or on roughly the same level: The quality of that hotel is on a par with the best in the city. 2 an average or normal standard score: After nine holes of golf, her score was three strokes below par. 3 below par or above par: not equal to normal status or expectations: He was feeling below par and went to bed early.||She felt above par and ran an extra mile for exercise. 4 par for the course: a normal experience; what one would expect: His jokes were not funny, but that was par for the course.",9
pat,"/pt/  n. 1 a soft, light touch: The mother gave her son a pat on the head. 2 a flat portion of s.t.: He spread a pat of butter on his bread. 3 a pat on the back: an expression of encouragement or praise: The teacher gave me a pat on the back for getting an ""A"" on the test.  v. [T] patted, patting, pats 1 to tap with a soft, light touch: She patted the laundry after she folded it. 2 to caress, pet: The boy patted his dog on its head.",9
paw,"/p/  n. 1 the foot of an animal: The dog licked its paws. 2 infrml.fig. the human hand: The woman told the man to keep his paws off her.  v. [I;T] 1 to touch, scrape, or strike with a paw: The lion pawed at its food. 2 infrml.fig. to feel or touch in a rude or clumsy manner, esp. sexually: She pushed him away because he was pawing at her.",9
pay,"/pe/  v. paid /ped/, paying, pays 1 [I;T] to give money to s.o. in return for regular work: That company pays its employees every two weeks. 2 [T] to settle a bill, debt, or loan by giving what is owed: She paid the doctor's bill by writing a check. 3 [I] to be worthwhile, to one's advantage: It pays to brush your teeth to prevent cavities. 4 to pay attention: to observe and listen closely: The teacher told the students to pay attention to her in class. 5 to pay a compliment: to say nice things about s.o. or s.t.: I want to pay my compliments to you on your new home. 6 to pay a visit: to go to see and talk with s.o.: When I went to my homeland, I paid a visit to my old friend. 7 phrasal v. insep. [T] to pay for (s.t.): to suffer from the results of one's actions: I walked five miles (8 km) on Sunday and am paying for it now; my legs hurt! 8 to pay one's dues:  a. to pay for membership in a club or union   b. fig. to earn one's place in an organization through long and patient service: He paid his dues as a traveling salesman, and now he has a good office job. 9 to pay one's way: to support oneself, pay for food, rent, clothing, etc.: She has a good job and pays her own way in life. 10 to pay s.o.: to be good/profitable for s.o. to do s.t.: That company has job openings, so it would pay you to look for one there. 11 phrasal v. sep. [T] to pay s.o or s.t. back: a. s.o.: to return an insult or injury: He yelled at her, and she paid him back by not speaking to him for a week. b. s.t.: to repay a loan, return money: I paid back the $10 that my friend loaned to me. 12 phrasal v. sep. to pay s.o or s.t. off: a. [T] s.o.: to bribe: The criminals paid off the judge and got away free.||They paid her off. b. [T] s.t.: to finish paying for s.t.: I finally paid off the 30-year mortgage on my house.||I paid it off. c. [I] to produce good results: Her hard work paid off when she got a big raise. 13 phrasal v. sep. [T] to pay s.t. down:  a. to reduce the amount of a debt: I am paying down my car loan each month.||I am paying it down. b. to make a first partial payment: I paid some money down on a new TV and will pay off the rest monthly. 14 infrml. to pay the piper: to pay for doing s.t. that you thought you could avoid paying for: She cheated on her taxes for years, but she was caught; now it's time to pay the piper by going to jail. 15 infrml. to pay through the nose: to pay a very high price for s.t.: He only shops at fancy stores, and so ends up paying through the nose. 16 phrasal v. [I] to pay up: to  pay money that is due: He was three months overdue in paying the rent, and the landlord told him to pay up.  n. [U] money paid in return for work done: She refused to take the job because the pay was too low.",9
PDA,"  abbr. for personal digital assistant n. a small, handheld computer used as a notepad, address book, calendar, cell phone, and for  e-mail: My PDA fits easily in my briefcase.",9
pea,"/pi/  n. 1 a small, round, green seed that grows in long pods and is eaten as a vegetable  2 the creeping and climbing plant on which peas grow: We plant peas in early spring. 3 as like as (or) like two peas in a pod: a. exactly alike: Those twins are as like as two peas in a pod. b. close together, friendly: Those old friends are like two peas in a pod.",9
pee,"/pi/  v. [I] n. slang [U] peed, peeing, pees to urinate: He <v.> peed behind a tree.||He went outside to take a pee.",1
peg,"/pg/  n. 1 a small rod made of metal or wood that fits in a hole and is used to hang things on, hold things together, or mark a place: He hung his hat on a peg in the door.||The door hinge has a peg in it. 2 a square peg in a round hole: s.o. or s.t. that does not fit in: At school, she felt like a square peg in a round hole. 3 to take s.o. down a peg: to show that s.o. is less important than he or she thought: He was rude to her, so she took him down a peg by criticizing his work.  v. [T] pegged, pegging, pegs 1 to attach or fasten using pegs: He pegged a poster to the wall. 2 to set a value for s.t.: He pegged the price of his house at $200,000. 3 infrml.fig. to evaluate s.o., know what they are like: I have him pegged as a lazy fellow.",9
pep,"/pp/  n.infrml. cheerful, active energy, (syn.) vigor: She leads the team with a lot of pep. -adj. peppy. v. [T] pepped, pepping, peps phrasal v. sep. to pep s.t. up: to make things happy, full of energy: Whenever she comes to our house, she peps up the party.||She peps things up.",9
per,"/pr/  ; weak form /pr/prep. 1 for one, for each: That bread costs $3.00 per pound. 2 as per: according to, in agreement with: As per your instructions, we are sending the package to your home address.",9
pet,"/pt/  n. 1 a tame animal kept in the home and treated with kindness and affection: Dogs are very popular as pets. 2 a favorite person: That bright girl is the teacher's pet.  adj. 1 kept or treated as a pet: She has six pet cats. 2 favorite, special: His pet topic is politics.||a pet theory 3 showing affection: My pet name for her is ""Pumpkin."" See: pet peeve. v. petted, petting, pets 1 [T] to stroke lightly and fondly with the hand: She pets her cat on its back. 2 [I] to kiss and caress for sexual pleasure: Teenagers at the party petted on the couch. -n. [U] petting.",9
pew,/pyu/  n. a bench (a long seat with a back) in a church: We sat in the third pew.,9
pie,"/pa/  n. 1 [C;U] a food dish of fruit, meat, or other foods cooked in a pastry crust: Would you like some apple pie for dessert? 2 infrml. as easy as pie: very easy: Riding a bike is as easy as pie. 3 to have a finger in every pie: to be involved in many different projects: She is a very active manager and has a finger in every pie. 4 infrml. pie in the sky: a desirable but unrealistic idea or plan: They say we will build a new office, but I think that's pie in the sky.Usage Note: Apple pie is a traditional American dessert. People say ""as American as apple pie"" to refer to something that is very American: Baseball was invented in the United States; it's as American as apple pie.",9
